t,x,y,yaw,act_vx,act_wz,closest_i,cte,target_x,target_y,dist_target,dist_goal,desired_yaw,heading_err,heading_err_deg,cmd_vx,cmd_wz,wz_sat,at_goal
1789855268.5199,11.0002,-14.2103,-1.1329,0.8821,-0.3617,15,0.0069,11.6140,-15.5113,1.4385,70.6821,-1.1300,0.0029,0.1674,0.7978,0.0029,0,0
1789855268.5693,11.0180,-14.2601,-1.1503,0.8785,-0.2688,15,0.0018,11.6140,-15.5113,1.3859,70.6296,-1.1263,0.0240,1.3775,0.7821,0.0240,0,0
1789855268.6191,11.0321,-14.2926,-1.1519,0.8859,-0.0396,15,0.0005,11.6140,-15.5113,1.3505,70.5942,-1.1253,0.0266,1.5239,0.7802,0.0266,0,0
1789855268.6704,11.0471,-14.3235,-1.1475,0.8598,0.1110,15,0.0009,11.6140,-15.5113,1.3161,70.5598,-1.1255,0.0219,1.2575,0.7837,0.0219,0,0
1789855268.7191,11.0723,-14.3677,-1.1303,0.8426,0.3166,15,0.0047,11.6140,-15.5113,1.2654,70.5090,-1.1284,0.0019,0.1081,0.7986,0.0019,0,0
1789855268.7719,11.0807,-14.3835,-1.1268,0.8685,0.2556,15,0.0056,11.6140,-15.5113,1.2475,70.4911,-1.1291,-0.0024,-0.1353,0.7982,-0.0024,0,0
1789855268.8204,11.1049,-14.4325,-1.1240,0.9124,0.0143,15,0.0066,11.6140,-15.5113,1.1929,70.4365,-1.1299,-0.0060,-0.3431,0.7956,-0.0060,0,0
1789855268.8763,11.1203,-14.4638,-1.1229,0.8715,0.0277,16,0.0075,12.0007,-16.3043,2.0403,70.4016,-1.1246,-0.0018,-0.1026,0.7987,-0.0018,0,0
1789855268.9195,11.1353,-14.4947,-1.1223,0.8604,0.0129,16,0.0078,12.0007,-16.3043,2.0059,70.3672,-1.1247,-0.0024,-0.1380,0.7982,-0.0024,0,0
1789855268.9693,11.1498,-14.5258,-1.1238,0.8585,-0.0374,16,0.0075,12.0007,-16.3043,1.9715,70.3329,-1.1246,-0.0008,-0.0431,0.7994,-0.0008,0,0
1789855269.0191,11.1636,-14.5569,-1.1276,0.8490,-0.0951,16,0.0066,12.0007,-16.3043,1.9376,70.2990,-1.1241,0.0036,0.2046,0.7973,0.0036,0,0
1789855269.0722,11.1771,-14.5880,-1.1316,0.8475,-0.0996,16,0.0055,12.0007,-16.3043,1.9037,70.2651,-1.1234,0.0082,0.4690,0.7939,0.0082,0,0
1789855269.1191,11.1985,-14.6343,-1.1328,0.8506,0.0041,16,0.0049,12.0007,-16.3043,1.8527,70.2141,-1.1230,0.0097,0.5583,0.7928,0.0097,0,0
1789855269.1711,11.2058,-14.6496,-1.1324,0.8455,0.0149,16,0.0049,12.0007,-16.3043,1.8358,70.1972,-1.1230,0.0094,0.5365,0.7930,0.0094,0,0
1789855269.2193,11.2281,-14.6947,-1.1286,0.8367,0.0722,16,0.0056,12.0007,-16.3043,1.7855,70.1469,-1.1233,0.0053,0.3012,0.7961,0.0053,0,0
1789855269.2693,11.2427,-14.7256,-1.1286,0.8541,-0.0010,16,0.0056,12.0007,-16.3043,1.7513,70.1127,-1.1232,0.0054,0.3094,0.7960,0.0054,0,0
1789855269.3240,11.2572,-14.7566,-1.1293,0.8570,-0.0169,16,0.0053,12.0007,-16.3043,1.7170,70.0785,-1.1230,0.0063,0.3604,0.7953,0.0063,0,0
1789855269.3692,11.2717,-14.7876,-1.1296,0.8550,-0.0079,16,0.0052,12.0007,-16.3043,1.6828,70.0443,-1.1228,0.0068,0.3887,0.7950,0.0068,0,0
1789855269.4191,11.2863,-14.8184,-1.1296,0.8532,0.0000,16,0.0051,12.0007,-16.3043,1.6487,70.0102,-1.1227,0.0069,0.3967,0.7949,0.0069,0,0
1789855269.4725,11.3009,-14.8493,-1.1296,0.8532,0.0000,16,0.0050,12.0007,-16.3043,1.6146,69.9761,-1.1225,0.0071,0.4050,0.7947,0.0071,0,0
1789855269.5192,11.3156,-14.8799,-1.1289,0.8493,0.0170,17,0.0067,12.1869,-16.6860,2.0052,69.9421,-1.1213,0.0076,0.4379,0.7943,0.0076,0,0
1789855269.5697,11.3306,-14.9099,-1.1261,0.8368,0.0716,17,0.0072,12.1869,-16.6860,1.9718,69.9086,-1.1215,0.0045,0.2588,0.7966,0.0045,0,0
1789855269.6192,11.3527,-14.9545,-1.1233,0.8298,0.0399,17,0.0076,12.1869,-16.6860,1.9220,69.8588,-1.1218,0.0015,0.0865,0.7989,0.0015,0,0
1789855269.6694,11.3672,-14.9843,-1.1226,0.8299,0.0174,17,0.0077,12.1869,-16.6860,1.8888,69.8256,-1.1219,0.0007,0.0425,0.7994,0.0007,0,0
1789855269.7227,11.3817,-15.0145,-1.1226,0.8375,0.0000,17,0.0076,12.1869,-16.6860,1.8553,69.7921,-1.1219,0.0008,0.0432,0.7994,0.0008,0,0
1789855269.7767,11.4037,-15.0601,-1.1226,0.8447,0.0000,17,0.0075,12.1869,-16.6860,1.8047,69.7416,-1.1219,0.0008,0.0444,0.7994,0.0008,0,0
1789855269.8193,11.4183,-15.0904,-1.1225,0.8416,0.0035,17,0.0074,12.1869,-16.6860,1.7710,69.7079,-1.1219,0.0006,0.0361,0.7995,0.0006,0,0
1789855269.8717,11.4328,-15.1207,-1.1225,0.8390,0.0000,17,0.0073,12.1869,-16.6860,1.7375,69.6744,-1.1219,0.0006,0.0368,0.7995,0.0006,0,0
1789855269.9193,11.4546,-15.1660,-1.1225,0.8390,0.0000,17,0.0072,12.1869,-16.6860,1.6871,69.6240,-1.1218,0.0007,0.0379,0.7995,0.0007,0,0
1789855269.9691,11.4692,-15.1963,-1.1225,0.8390,0.0000,17,0.0071,12.1869,-16.6860,1.6536,69.5905,-1.1218,0.0007,0.0387,0.7995,0.0007,0,0
1789855270.0208,11.4838,-15.2265,-1.1224,0.8394,0.0017,17,0.0070,12.1869,-16.6860,1.6200,69.5569,-1.1218,0.0006,0.0348,0.7995,0.0006,0,0
1789855270.0692,11.4985,-15.2564,-1.1211,0.8336,0.0323,17,0.0072,12.1869,-16.6860,1.5867,69.5236,-1.1220,-0.0009,-0.0511,0.7993,-0.0009,0,0
1789855270.1191,11.5211,-15.3013,-1.1179,0.8378,0.0570,18,0.0086,12.3690,-17.0598,1.9523,69.4733,-1.1215,-0.0036,-0.2063,0.7973,-0.0036,0,0
1789855270.1716,11.5366,-15.3312,-1.1151,0.8412,0.0718,18,0.0094,12.3690,-17.0598,1.9186,69.4397,-1.1220,-0.0069,-0.3976,0.7948,-0.0069,0,0
1789855270.2192,11.5523,-15.3613,-1.1119,0.8485,0.0787,18,0.0103,12.3690,-17.0598,1.8847,69.4057,-1.1226,-0.0107,-0.6110,0.7921,-0.0107,0,0
1789855270.2692,11.5764,-15.4068,-1.1068,0.8594,0.0889,18,0.0120,12.3690,-17.0598,1.8332,69.3542,-1.1237,-0.0169,-0.9664,0.7875,-0.0169,0,0
1789855270.3198,11.5926,-15.4376,-1.1039,0.8698,0.0736,18,0.0131,12.3690,-17.0598,1.7984,69.3194,-1.1244,-0.0206,-1.1776,0.7847,-0.0206,0,0
1789855270.3701,11.6080,-15.4682,-1.1042,0.8560,-0.0078,18,0.0135,12.3690,-17.0598,1.7642,69.2852,-1.1248,-0.0206,-1.1808,0.7847,-0.0206,0,0
1789855270.4193,11.6227,-15.4990,-1.1068,0.8522,-0.0669,18,0.0133,12.3690,-17.0598,1.7301,69.2511,-1.1248,-0.0179,-1.0278,0.7867,-0.0179,0,0
1789855270.4765,11.6436,-15.5449,-1.1137,0.8419,-0.1120,18,0.0119,12.3690,-17.0598,1.6796,69.2006,-1.1242,-0.0104,-0.5986,0.7922,-0.0104,0,0
1789855270.5192,11.6579,-15.5754,-1.1158,0.8426,-0.0529,18,0.0114,12.3690,-17.0598,1.6459,69.1669,-1.1241,-0.0082,-0.4707,0.7939,-0.0082,0,0
1789855270.5693,11.6727,-15.6056,-1.1160,0.8397,-0.0031,18,0.0115,12.3690,-17.0598,1.6123,69.1334,-1.1242,-0.0083,-0.4730,0.7939,-0.0083,0,0
1789855270.6191,11.6943,-15.6497,-1.1160,0.8124,0.0000,18,0.0116,12.3690,-17.0598,1.5633,69.0843,-1.1245,-0.0085,-0.4891,0.7937,-0.0085,0,0
1789855270.6724,11.7084,-15.6786,-1.1160,0.8053,0.0001,18,0.0116,12.3690,-17.0598,1.5310,69.0521,-1.1247,-0.0087,-0.5005,0.7935,-0.0087,0,0
1789855270.7194,11.7225,-15.7072,-1.1160,0.7964,0.0003,18,0.0117,12.3690,-17.0598,1.4992,69.0202,-1.1249,-0.0089,-0.5126,0.7934,-0.0089,0,0
1789855270.7693,11.7365,-15.7358,-1.1159,0.7964,0.0005,19,0.0118,12.5582,-17.4498,1.9008,68.9884,-1.1237,-0.0078,-0.4464,0.7942,-0.0078,0,0
1789855270.8200,11.7575,-15.7787,-1.1159,0.7965,0.0011,19,0.0119,12.5582,-17.4498,1.8530,68.9406,-1.1240,-0.0081,-0.4626,0.7940,-0.0081,0,0
1789855270.8692,11.7716,-15.8073,-1.1158,0.7968,0.0024,19,0.0120,12.5582,-17.4498,1.8212,68.9087,-1.1241,-0.0083,-0.4775,0.7938,-0.0083,0,0
1789855270.9191,11.7931,-15.8505,-1.1147,0.8073,0.0233,19,0.0124,12.5582,-17.4498,1.7729,68.8605,-1.1245,-0.0098,-0.5632,0.7927,-0.0098,0,0
1789855270.9694,11.8073,-15.8796,-1.1148,0.8100,-0.0023,19,0.0125,12.5582,-17.4498,1.7405,68.8281,-1.1247,-0.0099,-0.5681,0.7926,-0.0099,0,0
1789855271.0195,11.8216,-15.9087,-1.1148,0.8103,-0.0012,19,0.0125,12.5582,-17.4498,1.7081,68.7957,-1.1249,-0.0101,-0.5764,0.7925,-0.0101,0,0
1789855271.0693,11.8359,-15.9378,-1.1149,0.8104,-0.0008,19,0.0126,12.5582,-17.4498,1.6757,68.7633,-1.1251,-0.0102,-0.5862,0.7924,-0.0102,0,0
1789855271.1195,11.8503,-15.9671,-1.1149,0.8161,-0.0005,19,0.0127,12.5582,-17.4498,1.6431,68.7306,-1.1253,-0.0104,-0.5974,0.7923,-0.0104,0,0
1789855271.1727,11.8648,-15.9967,-1.1149,0.8247,-0.0003,19,0.0128,12.5582,-17.4498,1.6101,68.6976,-1.1255,-0.0106,-0.6096,0.7921,-0.0106,0,0
1789855271.2191,11.8866,-16.0411,-1.1149,0.8247,-0.0001,19,0.0129,12.5582,-17.4498,1.5606,68.6481,-1.1259,-0.0110,-0.6296,0.7918,-0.0110,0,0
1789855271.2691,11.9012,-16.0707,-1.1149,0.8250,0.0000,19,0.0130,12.5582,-17.4498,1.5276,68.6151,-1.1262,-0.0112,-0.6440,0.7917,-0.0112,0,0
1789855271.3246,11.9157,-16.1004,-1.1149,0.8251,-0.0000,19,0.0131,12.5582,-17.4498,1.4946,68.5821,-1.1264,-0.0115,-0.6589,0.7915,-0.0115,0,0
1789855271.3694,11.9303,-16.1300,-1.1149,0.8251,-0.0000,20,0.0132,12.7544,-17.8551,1.9119,68.5491,-1.1251,-0.0102,-0.5864,0.7924,-0.0102,0,0
1789855271.4191,11.9518,-16.1737,-1.1148,0.8109,-0.0000,20,0.0134,12.7544,-17.8551,1.8631,68.5004,-1.1254,-0.0106,-0.6088,0.7921,-0.0106,0,0
1789855271.4706,11.9661,-16.2028,-1.1148,0.8110,-0.0000,20,0.0134,12.7544,-17.8551,1.8307,68.4680,-1.1256,-0.0108,-0.6201,0.7920,-0.0108,0,0
1789855271.5201,11.9803,-16.2320,-1.1150,0.8105,-0.0054,20,0.0135,12.7544,-17.8551,1.7983,68.4356,-1.1258,-0.0108,-0.6176,0.7920,-0.0108,0,0
1789855271.5696,11.9946,-16.2611,-1.1150,0.8109,-0.0000,20,0.0135,12.7544,-17.8551,1.7658,68.4031,-1.1260,-0.0110,-0.6296,0.7918,-0.0110,0,0
1789855271.6215,12.0089,-16.2902,-1.1150,0.8109,-0.0000,20,0.0136,12.7544,-17.8551,1.7334,68.3707,-1.1262,-0.0112,-0.6419,0.7917,-0.0112,0,0
1789855271.6698,12.0232,-16.3193,-1.1150,0.8110,-0.0000,20,0.0137,12.7544,-17.8551,1.7010,68.3382,-1.1265,-0.0114,-0.6548,0.7915,-0.0114,0,0
1789855271.7192,12.0447,-16.3630,-1.1150,0.8112,0.0002,20,0.0138,12.7544,-17.8551,1.6523,68.2896,-1.1268,-0.0118,-0.6759,0.7912,-0.0118,0,0
1789855271.7698,12.0590,-16.3921,-1.1150,0.8111,0.0001,20,0.0139,12.7544,-17.8551,1.6199,68.2571,-1.1271,-0.0120,-0.6904,0.7910,-0.0120,0,0
1789855271.8192,12.0804,-16.4358,-1.1150,0.8111,0.0000,20,0.0140,12.7544,-17.8551,1.5712,68.2085,-1.1275,-0.0124,-0.7130,0.7908,-0.0124,0,0
1789855271.8696,12.0876,-16.4504,-1.1150,0.8111,0.0000,20,0.0141,12.7544,-17.8551,1.5550,68.1923,-1.1276,-0.0126,-0.7209,0.7907,-0.0126,0,0
1789855271.9207,12.1090,-16.4941,-1.1150,0.8111,0.0000,21,0.0140,12.9475,-18.2553,1.9506,68.1436,-1.1265,-0.0114,-0.6551,0.7915,-0.0114,0,0
1789855271.9692,12.1304,-16.5377,-1.1150,0.8108,0.0005,21,0.0141,12.9475,-18.2553,1.9020,68.0949,-1.1268,-0.0118,-0.6734,0.7913,-0.0118,0,0
1789855272.0191,12.1447,-16.5668,-1.1150,0.8106,0.0000,21,0.0142,12.9475,-18.2553,1.8695,68.0625,-1.1270,-0.0120,-0.6852,0.7911,-0.0120,0,0
1789855272.0697,12.1590,-16.5960,-1.1150,0.8106,0.0000,21,0.0143,12.9475,-18.2553,1.8371,68.0301,-1.1272,-0.0122,-0.6973,0.7910,-0.0122,0,0
1789855272.1192,12.1732,-16.6251,-1.1150,0.8106,0.0000,21,0.0144,12.9475,-18.2553,1.8047,67.9977,-1.1274,-0.0124,-0.7098,0.7908,-0.0124,0,0
1789855272.1694,12.1875,-16.6542,-1.1150,0.8106,0.0000,21,0.0145,12.9475,-18.2553,1.7723,67.9653,-1.1276,-0.0126,-0.7228,0.7906,-0.0126,0,0
1789855272.2223,12.2012,-16.6830,-1.1165,0.7983,-0.0359,21,0.0142,12.9475,-18.2553,1.7404,67.9333,-1.1276,-0.0112,-0.6415,0.7917,-0.0112,0,0
1789855272.2691,12.2180,-16.7246,-1.1280,0.7431,-0.2028,21,0.0110,12.9475,-18.2553,1.6956,67.8886,-1.1261,0.0019,0.1107,0.7986,0.0019,0,0
1789855272.3192,12.2290,-16.7528,-1.1358,0.7540,-0.1941,21,0.0086,12.9475,-18.2553,1.6654,67.8586,-1.1248,0.0110,0.6296,0.7918,0.0110,0,0
1789855272.3691,12.2419,-16.7815,-1.1373,0.7860,-0.0384,21,0.0076,12.9475,-18.2553,1.6340,67.8271,-1.1243,0.0130,0.7461,0.7903,0.0130,0,0
1789855272.4198,12.2558,-16.8094,-1.1339,0.7813,0.0842,21,0.0079,12.9475,-18.2553,1.6027,67.7959,-1.1246,0.0093,0.5356,0.7931,0.0093,0,0
1789855272.4721,12.2772,-16.8527,-1.1301,0.8190,0.0185,21,0.0082,12.9475,-18.2553,1.5545,67.7476,-1.1250,0.0051,0.2895,0.7962,0.0051,0,0
1789855272.5191,12.2913,-16.8825,-1.1301,0.8247,0.0000,22,0.0075,13.1473,-18.6535,1.9670,67.7146,-1.1206,0.0095,0.5449,0.7929,0.0095,0,0
1789855272.5691,12.3054,-16.9124,-1.1301,0.8247,0.0000,22,0.0071,13.1473,-18.6535,1.9340,67.6817,-1.1204,0.0097,0.5541,0.7928,0.0097,0,0
1789855272.6349,12.3192,-16.9418,-1.1301,0.8127,-0.0014,22,0.0068,13.1473,-18.6535,1.9015,67.6492,-1.1202,0.0099,0.5672,0.7926,0.0099,0,0
1789855272.6694,12.3400,-16.9857,-1.1301,0.8105,0.0000,22,0.0062,13.1473,-18.6535,1.8529,67.6005,-1.1200,0.0102,0.5822,0.7925,0.0102,0,0
1789855272.7192,12.3536,-17.0146,-1.1301,0.7982,0.0000,22,0.0059,13.1473,-18.6535,1.8209,67.5686,-1.1198,0.0103,0.5924,0.7923,0.0103,0,0
1789855272.7725,12.3677,-17.0420,-1.1261,0.7699,0.1009,22,0.0066,13.1473,-18.6535,1.7901,67.5378,-1.1202,0.0059,0.3368,0.7956,0.0059,0,0
1789855272.8195,12.3897,-17.0828,-1.1178,0.7719,0.1420,22,0.0086,13.1473,-18.6535,1.7439,67.4915,-1.1214,-0.0036,-0.2039,0.7974,-0.0036,0,0
1789855272.8696,12.4048,-17.1109,-1.1132,0.7973,0.1163,22,0.0099,13.1473,-18.6535,1.7120,67.4596,-1.1222,-0.0090,-0.5163,0.7933,-0.0090,0,0
1789855272.9207,12.4202,-17.1402,-1.1098,0.8270,0.0847,22,0.0110,13.1473,-18.6535,1.6789,67.4265,-1.1229,-0.0131,-0.7521,0.7902,-0.0131,0,0
1789855272.9716,12.4357,-17.1700,-1.1075,0.8419,0.0563,22,0.0119,13.1473,-18.6535,1.6453,67.3929,-1.1235,-0.0160,-0.9182,0.7881,-0.0160,0,0
1789855273.0195,12.4578,-17.2154,-1.1094,0.8403,-0.0502,22,0.0120,13.1473,-18.6535,1.5949,67.3425,-1.1237,-0.0143,-0.8197,0.7894,-0.0143,0,0
1789855273.0694,12.4713,-17.2459,-1.1151,0.8337,-0.1415,22,0.0108,13.1473,-18.6535,1.5615,67.3091,-1.1231,-0.0080,-0.4571,0.7941,-0.0080,0,0
1789855273.1196,12.4835,-17.2761,-1.1238,0.8131,-0.2186,23,0.0084,13.3508,-19.0632,1.9864,67.2766,-1.1190,0.0049,0.2781,0.7964,0.0049,0,0
1789855273.1692,12.4989,-17.3199,-1.1417,0.7683,-0.2792,23,0.0032,13.3508,-19.0632,1.9403,67.2307,-1.1163,0.0254,1.4565,0.7811,0.0254,0,0
1789855273.2194,12.5105,-17.3491,-1.1478,0.7847,-0.1528,23,0.0009,13.3508,-19.0632,1.9090,67.1994,-1.1150,0.0328,1.8807,0.7756,0.0328,0,0
1789855273.2725,12.5230,-17.3783,-1.1497,0.7938,-0.0467,23,-0.0005,13.3508,-19.0632,1.8773,67.1677,-1.1142,0.0355,2.0353,0.7736,0.0355,0,0
1789855273.3192,12.5441,-17.4198,-1.1415,0.7692,0.1746,23,0.0003,13.3508,-19.0632,1.8307,67.1211,-1.1145,0.0271,1.5503,0.7799,0.0271,0,0
1789855273.3693,12.5593,-17.4463,-1.1311,0.7622,0.2617,23,0.0025,13.3508,-19.0632,1.8002,67.0905,-1.1156,0.0155,0.8870,0.7885,0.0155,0,0
1789855273.4193,12.5747,-17.4737,-1.1228,0.7827,0.2060,23,0.0044,13.3508,-19.0632,1.7689,67.0592,-1.1166,0.0063,0.3582,0.7954,0.0063,0,0
1789855273.4692,12.5894,-17.5027,-1.1203,0.8132,0.0630,23,0.0050,13.3508,-19.0632,1.7363,67.0267,-1.1169,0.0034,0.1976,0.7974,0.0034,0,0
1789855273.5192,12.6032,-17.5314,-1.1205,0.7965,-0.0057,23,0.0049,13.3508,-19.0632,1.7045,66.9948,-1.1168,0.0038,0.2164,0.7972,0.0038,0,0
1789855273.5692,12.6232,-17.5731,-1.1208,0.7681,-0.0006,23,0.0048,13.3508,-19.0632,1.6583,66.9486,-1.1166,0.0042,0.2403,0.7969,0.0042,0,0
1789855273.6192,12.6362,-17.6010,-1.1226,0.7707,-0.0456,23,0.0043,13.3508,-19.0632,1.6274,66.9178,-1.1162,0.0064,0.3667,0.7952,0.0064,0,0
1789855273.6721,12.6490,-17.6293,-1.1251,0.7750,-0.0623,23,0.0036,13.3508,-19.0632,1.5964,66.8868,-1.1157,0.0094,0.5406,0.7930,0.0094,0,0
1789855273.7191,12.6686,-17.6718,-1.1274,0.7820,-0.0266,24,0.0025,13.5580,-19.4841,2.0188,66.8400,-1.1146,0.0128,0.7361,0.7905,0.0128,0,0
1789855273.7692,12.6818,-17.6996,-1.1274,0.7698,0.0000,24,0.0023,13.5580,-19.4841,1.9881,66.8093,-1.1144,0.0130,0.7475,0.7903,0.0130,0,0
1789855273.8222,12.6951,-17.7270,-1.1267,0.7619,0.0176,24,0.0023,13.5580,-19.4841,1.9576,66.7788,-1.1143,0.0124,0.7132,0.7908,0.0124,0,0
1789855273.8694,12.7087,-17.7546,-1.1250,0.7683,0.0428,24,0.0026,13.5580,-19.4841,1.9269,66.7481,-1.1143,0.0107,0.6129,0.7921,0.0107,0,0
1789855273.9193,12.7224,-17.7822,-1.1230,0.7708,0.0498,24,0.0030,13.5580,-19.4841,1.8960,66.7172,-1.1144,0.0086,0.4925,0.7936,0.0086,0,0
1789855273.9760,12.7363,-17.8097,-1.1210,0.7708,0.0498,24,0.0035,13.5580,-19.4841,1.8652,66.6864,-1.1146,0.0065,0.3700,0.7952,0.0065,0,0
1789855274.0196,12.7500,-17.8375,-1.1199,0.7759,0.0274,24,0.0038,13.5580,-19.4841,1.8342,66.6554,-1.1146,0.0053,0.3043,0.7961,0.0053,0,0
1789855274.0702,12.7638,-17.8655,-1.1193,0.7787,0.0149,24,0.0040,13.5580,-19.4841,1.8030,66.6242,-1.1146,0.0047,0.2701,0.7965,0.0047,0,0
1789855274.1197,12.7773,-17.8937,-1.1199,0.7809,-0.0140,24,0.0039,13.5580,-19.4841,1.7718,66.5930,-1.1145,0.0054,0.3115,0.7960,0.0054,0,0
1789855274.1691,12.7904,-17.9220,-1.1219,0.7793,-0.0498,24,0.0034,13.5580,-19.4841,1.7406,66.5618,-1.1140,0.0078,0.4488,0.7942,0.0078,0,0
1789855274.2196,12.8034,-17.9503,-1.1239,0.7793,-0.0498,24,0.0028,13.5580,-19.4841,1.7094,66.5307,-1.1136,0.0103,0.5891,0.7924,0.0103,0,0
1789855274.2716,12.8236,-17.9926,-1.1241,0.7821,0.0000,24,0.0026,13.5580,-19.4841,1.6625,66.4838,-1.1133,0.0109,0.6228,0.7919,0.0109,0,0
1789855274.3192,12.8372,-18.0210,-1.1241,0.7878,0.0000,24,0.0025,13.5580,-19.4841,1.6310,66.4523,-1.1130,0.0111,0.6349,0.7918,0.0111,0,0
1789855274.3723,12.8579,-18.0641,-1.1241,0.7963,0.0000,25,0.0056,13.7849,-19.9475,2.0992,66.4045,-1.1134,0.0107,0.6135,0.7920,0.0107,0,0
1789855274.4194,12.8716,-18.0929,-1.1241,0.7964,0.0000,25,0.0050,13.7849,-19.9475,2.0673,66.3726,-1.1133,0.0109,0.6230,0.7919,0.0109,0,0
1789855274.4691,12.8927,-18.1354,-1.1216,0.7891,0.0627,25,0.0048,13.7849,-19.9475,2.0198,66.3251,-1.1133,0.0083,0.4754,0.7938,0.0083,0,0
1789855274.5200,12.9075,-18.1625,-1.1161,0.7712,0.1388,25,0.0058,13.7849,-19.9475,1.9890,66.2943,-1.1139,0.0021,0.1215,0.7984,0.0021,0,0
1789855274.5699,12.9302,-18.2042,-1.1083,0.7943,0.1278,25,0.0075,13.7849,-19.9475,1.9416,66.2469,-1.1150,-0.0068,-0.3877,0.7950,-0.0068,0,0
1789855274.6191,12.9459,-18.2331,-1.1044,0.8228,0.0973,25,0.0085,13.7849,-19.9475,1.9087,66.2139,-1.1157,-0.0113,-0.6490,0.7916,-0.0113,0,0
1789855274.6691,12.9619,-18.2630,-1.1012,0.8468,0.0780,25,0.0094,13.7849,-19.9475,1.8748,66.1801,-1.1163,-0.0151,-0.8656,0.7888,-0.0151,0,0
1789855274.7195,12.9773,-18.2930,-1.1004,0.8436,0.0202,25,0.0098,13.7849,-19.9475,1.8411,66.1463,-1.1168,-0.0163,-0.9352,0.7879,-0.0163,0,0
1789855274.7697,12.9995,-18.3381,-1.1029,0.8379,-0.0578,25,0.0093,13.7849,-19.9475,1.7908,66.0961,-1.1168,-0.0139,-0.7954,0.7897,-0.0139,0,0
1789855274.8194,13.0135,-18.3682,-1.1071,0.8288,-0.1041,25,0.0083,13.7849,-19.9475,1.7577,66.0629,-1.1165,-0.0094,-0.5358,0.7931,-0.0094,0,0
1789855274.8692,13.0344,-18.4131,-1.1117,0.8254,-0.0638,25,0.0069,13.7849,-19.9475,1.7081,66.0134,-1.1160,-0.0042,-0.2427,0.7969,-0.0042,0,0
1789855274.9190,13.0417,-18.4279,-1.1119,0.8262,-0.0287,25,0.0068,13.7849,-19.9475,1.6916,65.9969,-1.1160,-0.0041,-0.2333,0.7970,-0.0041,0,0
1789855274.9735,13.0640,-18.4715,-1.1095,0.8154,0.0477,26,0.0063,13.7849,-19.9475,1.6426,65.9479,-1.1165,-0.0069,-0.3974,0.7948,-0.0069,0,0
1789855275.0193,13.0716,-18.4859,-1.1080,0.8129,0.0685,26,0.0067,13.7849,-19.9475,1.6264,65.9316,-1.1168,-0.0088,-0.5021,0.7935,-0.0088,0,0
1789855275.0708,13.0870,-18.5143,-1.1038,0.8073,0.1048,26,0.0079,13.7849,-19.9475,1.5941,65.8993,-1.1177,-0.0138,-0.7933,0.7897,-0.0138,0,0
1789855275.1191,13.1106,-18.5569,-1.0970,0.8131,0.1119,26,0.0101,13.7849,-19.9475,1.5454,65.8506,-1.1194,-0.0224,-1.2830,0.7834,-0.0224,0,0
1789855275.1691,13.1259,-18.5857,-1.0953,0.8148,0.0428,26,0.0110,13.7849,-19.9475,1.5129,65.8181,-1.1202,-0.0249,-1.4266,0.7815,-0.0249,0,0
1789855275.2193,13.1401,-18.6144,-1.0972,0.7987,-0.0497,26,0.0109,13.7849,-19.9475,1.4809,65.7861,-1.1203,-0.0231,-1.3230,0.7828,-0.0231,0,0
1789855275.2694,13.1534,-18.6429,-1.1016,0.7868,-0.1100,26,0.0102,13.7849,-19.9475,1.4494,65.7546,-1.1200,-0.0184,-1.0529,0.7863,-0.0184,0,0
1789855275.3192,13.1735,-18.6860,-1.1073,0.7945,-0.0872,26,0.0090,13.7849,-19.9475,1.4019,65.7071,-1.1195,-0.0122,-0.7003,0.7909,-0.0122,0,0
1789855275.3723,13.1874,-18.7148,-1.1087,0.7995,-0.0353,26,0.0087,13.7849,-19.9475,1.3699,65.6751,-1.1195,-0.0108,-0.6196,0.7920,-0.0108,0,0
1789855275.4193,13.2016,-18.7434,-1.1087,0.7980,-0.0000,26,0.0087,13.7849,-19.9475,1.3380,65.6432,-1.1198,-0.0111,-0.6347,0.7918,-0.0111,0,0
1789855275.4691,13.2157,-18.7714,-1.1085,0.7853,0.0051,26,0.0088,13.7849,-19.9475,1.3066,65.6118,-1.1201,-0.0116,-0.6647,0.7914,-0.0116,0,0
1789855275.5191,13.2366,-18.8133,-1.1083,0.7781,0.0048,26,0.0089,13.7849,-19.9475,1.2598,65.5650,-1.1206,-0.0123,-0.7032,0.7909,-0.0123,0,0
1789855275.5694,13.2503,-18.8408,-1.1083,0.7680,0.0002,26,0.0090,13.7849,-19.9475,1.2291,65.5343,-1.1209,-0.0126,-0.7220,0.7906,-0.0126,0,0
1789855275.6194,13.2643,-18.8687,-1.1083,0.7805,-0.0004,27,0.0083,14.0362,-20.4620,1.7704,65.5031,-1.1196,-0.0113,-0.6488,0.7916,-0.0113,0,0
1789855275.6765,13.2852,-18.9107,-1.1083,0.7825,0.0011,27,0.0086,14.0362,-20.4620,1.7235,65.4562,-1.1200,-0.0117,-0.6678,0.7913,-0.0117,0,0
1789855275.7198,13.2992,-18.9387,-1.1083,0.7822,0.0002,27,0.0088,14.0362,-20.4620,1.6922,65.4249,-1.1202,-0.0119,-0.6810,0.7912,-0.0119,0,0
1789855275.7691,13.3132,-18.9667,-1.1083,0.7821,0.0001,27,0.0089,14.0362,-20.4620,1.6609,65.3936,-1.1204,-0.0121,-0.6944,0.7910,-0.0121,0,0
